,device_id,velocity,speed,temperature,pressure,humidity
0,4,0.13517498949838125,0.4855159006506612,0.20203354207907365,0.6282407903347608,0.7597974864125531
1,2,0.4358059622468682,0.9346012919964296,0.8452102554899706,0.36737765726531946,0.1380034809217997
2,7,0.3378103646370352,0.49601487549535395,0.684216423784919,0.16777191348554588,0.8547775203826187
3,2,0.2999644282099574,0.057441101995148736,0.2241814100703884,0.05807144862581226,0.2567695762718806
4,0,0.768992405344048,0.1954836544237557,0.8049629998099666,0.8118306207063792,0.3647672066123786
5,8,0.04341268492939365,0.9861184570326185,0.49883543207875913,0.668034145767889,0.4326584124642028
6,10,0.046459974733188414,0.24844441655251492,0.6250259418239802,0.6208621773995414,0.8255434415389958
7,8,0.46145968594804543,0.9772038074756186,0.49290473524446066,0.39632796679964377,0.3315131281376176
8,0,0.6049781719644991,0.867247606484063,0.8595363048381012,0.329073164773931,0.3829408150844167
9,4,0.9882421070115721,0.9113345624409241,0.3805906403225149,0.22372601412111515,0.31515787519309924
10,2,0.9743658512016706,0.11977042852252262,0.5033417886981657,0.4731010717666797,0.7698733107823671
11,10,0.7440897941906033,0.6601629473999147,0.5692998310333767,0.126830780620243,0.3326481401998789
12,7,0.19845276257152678,0.4462951745916013,0.5932311314418061,0.2655585274610869,0.1347747916109413
13,5,0.868438520538148,0.7305154573936723,0.7908862945653539,0.4318033834998243,0.2549611938676333
14,0,0.33466856363902164,0.10049042382172535,0.8153627928517398,0.4982718200687074,0.45990691515216076
15,8,0.43040886648560794,0.12010808688139851,0.5208651038827984,0.3471315557580572,0.6280734249932528
16,3,0.7221109784661144,0.8535820399615474,0.5563794463856216,0.36417823475034117,0.12237637441426519
17,2,0.9023591063653174,0.22073785470281237,0.695399305685997,0.5104767069616323,0.9350120880056606
18,8,0.2973099233814822,0.940033771558578,0.6941436164546406,0.32598008317530236,0.23963308046348153
19,0,0.1347542147890356,0.9407602705748718,0.11812530244537589,0.36210719200846053,0.3503070872979096
20,8,0.4926919477865762,0.7809423702980938,0.40608168460006433,0.7669656847917823,0.6963867735949203
21,7,0.09609814752183754,0.62442077547039,0.5425115362462604,0.5981702358822654,0.07068730061472805
22,0,0.20442416954927356,0.15671621063825425,0.6305873943004441,0.04853508080404567,0.8555106020032999
23,2,0.5758272534267556,0.7300118449164926,0.03600009952655936,0.6535351991637134,0.00985965763496377
24,4,0.9088094812096871,0.23917290757570564,0.7706386880825837,0.8098549626221211,0.2442772813950279
25,8,0.6273632150877322,0.5764935048793335,0.48182004599139805,0.25911789339039193,0.754252915394493
26,1,0.2804957365148423,0.3572389873259788,0.28379969786287174,0.4693592201702588,0.5146590462802807
27,2,0.3618216252234855,0.44857252100150613,0.6309031341601034,0.9880119252813596,0.9399907235611876
28,3,0.7424513510882732,0.5293896383408353,0.2712313374034785,0.3375479004880676,0.7553152507204832
29,10,0.0271388403506182,0.06282915275600598,0.30419749898506965,0.550635180966112,0.7232737013037634
30,8,0.6546997014329727,0.7997318724902953,0.7186781972352159,0.12886396861336513,0.963966944380484
31,1,0.4106197409128488,0.2668410632772966,0.9273719570737837,0.35805108935611973,0.015507667754138588
32,10,0.5587546985559221,0.6998289770357355,0.5127382302295986,0.739715712020786,0.4866449194712995
33,1,0.637253377911897,0.9249709668596475,0.9114185824313354,0.5615947094637534,0.06794437149980659
34,4,0.002996312274396229,0.2634463861841675,0.2452012693522171,0.8149628149099456,0.9846371331803235
35,4,0.22708059199379804,0.35801637167230715,0.5228457162963,0.7586591582316018,0.8041507944112646
36,2,0.44779422527807844,0.6756904072157767,0.11852451033660094,0.5175293389873104,0.4516678554367338
37,2,0.8770475363028502,0.18868700148864292,0.7628665887053548,0.9374799373748773,0.1532466163405778
38,3,0.002699795659776849,0.11713403210170314,0.9609700753072126,0.44027115403749784,0.8181451340879878
39,2,0.5291828740156186,0.0036638149675285447,0.8883751506872496,0.43891178572177014,0.47275464797719
40,7,0.2133068340079961,0.0837440624182596,0.5101272157725899,0.5786986923597157,0.8711217905255592
41,10,0.5248157786803971,0.46432079698065887,0.43654556627898056,0.3226279828025973,0.2542697678374122
42,3,0.9839755208469468,0.8096106375317339,0.4226120028291044,0.5122432355335514,0.4458968848252788
43,10,0.8627481431363903,0.23162404984092755,0.6461090755863933,0.04194629501637248,0.38484122282343125
44,3,0.18248183116353378,0.488275450987517,0.8399587008719164,0.0989549372871078,0.7976616818667788
45,3,0.6539674716090519,0.29897498097226594,0.5777360991894738,0.9800207561533779,0.30139346411530743
46,8,0.09760640845699997,0.17505226496755488,0.7229663005491557,0.9461202463420386,0.7407790838956674
47,4,0.46320638581217455,0.12025736745674431,0.4012987015633336,0.23701640701458304,0.538240260825702
48,5,0.2379696640666924,0.9369408286320149,0.87281757327853,0.032604466638981866,0.5604330505587625
49,1,0.758503248677013,0.5345292214616051,0.29306146600593985,0.8940514944287574,0.3940813904219418
50,0,0.06549878919767504,0.1006090449407645,0.7036202021728846,0.45285958051976904,0.49761812936209293
51,7,0.8975406792032666,0.47648402875523754,0.5466178394597258,0.5333592800672734,0.418925015893965
52,5,0.7478693898993448,0.5588834006994882,0.8110010300617208,0.06191625758297514,0.232994396641103
53,0,0.281296243028204,0.6338197777435138,0.32884477553553815,0.38380919508968503,0.019174033197236984
